metric,value
Treasury Shares Number,13725712.0
Ordinary Shares Number,4193012929.0
Share Issued,4206738641.0
Total Debt,722000000.0
Tangible Book Value,8899000000.0
Invested Capital,9941000000.0
Working Capital,4432000000.0
Net Tangible Assets,8899000000.0
Capital Lease Obligations,722000000.0
Common Stock Equity,9941000000.0
Total Capitalization,9941000000.0
Total Equity Gross Minority Interest,9994000000.0
Minority Interest,53000000.0
Stockholders Equity,9941000000.0
Other Equity Interest,-3588000000.0
Gains Losses Not Affecting Retained Earnings,1171000000.0
Other Equity Adjustments,1171000000.0
Retained Earnings,11672000000.0
Additional Paid In Capital,358000000.0
Capital Stock,328000000.0
Common Stock,328000000.0
Total Liabilities Net Minority Interest,5561000000.0
Total Non Current Liabilities Net Minority Interest,1128000000.0
Other Non Current Liabilities,86000000.0
Derivative Product Liabilities,86000000.0
Employee Benefits,62000000.0
Non Current Pension And Other Postretirement Benefit Plans,49000000.0
Non Current Accrued Expenses,125000000.0
Tradeand Other Payables Non Current,0.0
Non Current Deferred Liabilities,162000000.0
Non Current Deferred Revenue,9000000.0
Non Current Deferred Taxes Liabilities,153000000.0
Long Term Debt And Capital Lease Obligation,607000000.0
Long Term Capital Lease Obligation,607000000.0
Current Liabilities,4433000000.0
Other Current Liabilities,278000000.0
Current Deferred Liabilities,835000000.0
Current Deferred Revenue,835000000.0
Current Debt And Capital Lease Obligation,115000000.0
Current Capital Lease Obligation,115000000.0
Pensionand Other Post Retirement Benefit Plans Current,825000000.0
Current Provisions,129000000.0
Payables And Accrued Expenses,2251000000.0
Current Accrued Expenses,986000000.0
Payables,1265000000.0
Total Tax Payable,718000000.0
Income Tax Payable,344000000.0
Accounts Payable,547000000.0
Total Assets,15555000000.0
Total Non Current Assets,6690000000.0
Defined Pension Benefit,3000000.0
Non Current Prepaid Assets,47000000.0
Non Current Deferred Assets,279000000.0
Non Current Deferred Taxes Assets,160000000.0
Non Current Note Receivables,5000000.0
Non Current Accounts Receivable,1018000000.0
Investments And Advances,1867000000.0
Other Investments,43000000.0
Investmentin Financial Assets,1824000000.0
Held To Maturity Securities,251000000.0
Available For Sale Securities,1550000000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,23000000.0
Goodwill And Other Intangible Assets,1042000000.0
Other Intangible Assets,225000000.0
Goodwill,817000000.0
Net PPE,2429000000.0
Accumulated Depreciation,-2150000000.0
Gross PPE,4579000000.0
Construction In Progress,67000000.0
Machinery Furniture Equipment,2271000000.0
Buildings And Improvements,1970000000.0
Land And Improvements,271000000.0
Properties,0.0
Current Assets,8865000000.0
Other Current Assets,43000000.0
Hedging Assets Current,19000000.0
Current Deferred Assets,125000000.0
Prepaid Assets,584000000.0
Receivables,4865000000.0
Other Receivables,1526000000.0
Taxes Receivable,263000000.0
Accrued Interest Receivable,48000000.0
Loans Receivable,33000000.0
Accounts Receivable,2995000000.0
Allowance For Doubtful Accounts Receivable,-88000000.0
Gross Accounts Receivable,3083000000.0
Cash Cash Equivalents And Short Term Investments,3229000000.0
Other Short Term Investments,924000000.0
Cash And Cash Equivalents,2305000000.0
Cash Equivalents,465000000.0
Cash Financial,1840000000.0
