metric,value
Free Cash Flow,78200000000.0
Repayment Of Debt,-550000000.0
Issuance Of Debt,550000000.0
Issuance Of Capital Stock,0.0
Capital Expenditure,-12280000000.0
End Cash Position,11470000000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,18420000000.0
Changes In Cash,-6950000000.0
Financing Cash Flow,-80150000000.0
Net Other Financing Charges,
Interest Paid Cff,-820000000.0
Cash Dividends Paid,-75260000000.0
Net Common Stock Issuance,0.0
Common Stock Issuance,0.0
Net Issuance Payments Of Debt,0.0
Net Short Term Debt Issuance,0.0
Short Term Debt Payments,-550000000.0
Short Term Debt Issuance,550000000.0
Net Long Term Debt Issuance,0.0
Long Term Debt Payments,0.0
Investing Cash Flow,-17280000000.0
Net Other Investing Changes,
Interest Received Cfi,1610000000.0
Dividends Received Cfi,10000000.0
Net Investment Purchase And Sale,-7920000000.0
Sale Of Investment,514420000000.0
Purchase Of Investment,-522340000000.0
Net Business Purchase And Sale,-410000000.0
Sale Of Business,
Purchase Of Business,-410000000.0
Net Intangibles Purchase And Sale,260000000.0
Sale Of Intangibles,290000000.0
Purchase Of Intangibles,-30000000.0
Net PPE Purchase And Sale,-10790000000.0
Sale Of PPE,1460000000.0
Purchase Of PPE,-12250000000.0
Operating Cash Flow,90480000000.0
Taxes Refund Paid,-27840000000.0
Change In Working Capital,-10000000000.0
Change In Other Current Liabilities,2350000000.0
Change In Other Current Assets,-4770000000.0
Change In Inventory,-7580000000.0
Other Non Cash Items,-1010000000.0
Stock Based Compensation,-10000000.0
Provisionand Write Offof Assets,
Depreciation And Amortization,11060000000.0
Amortization Cash Flow,
Depreciation,11060000000.0
Pension And Employee Benefit Expense,0.0
Gain Loss On Investment Securities,-640000000.0
Gain Loss On Sale Of PPE,-1260000000.0
Gain Loss On Sale Of Business,
Net Income From Continuing Operations,118740000000.0
