metric,value
Tax Effect Of Unusual Items,238080000.0
Tax Rate For Calcs,0.256
Normalized EBITDA,569820000000.0
Total Unusual Items,930000000.0
Total Unusual Items Excluding Goodwill,930000000.0
Net Income From Continuing Operation Net Minority Interest,383270000000.0
Reconciled Depreciation,46040000000.0
Reconciled Cost Of Revenue,1002670000000.0
EBITDA,570750000000.0
EBIT,524710000000.0
Net Interest Income,18790000000.0
Interest Expense,7840000000.0
Interest Income,26630000000.0
Normalized Income,382578080000.0
Net Income From Continuing And Discontinued Operation,383270000000.0
Total Expenses,1431660000000.0
Diluted Average Shares,3698832195.0
Basic Average Shares,3698832195.0
Diluted EPS,103.62
Basic EPS,103.62
Diluted NI Availto Com Stockholders,383270000000.0
Net Income Common Stockholders,383270000000.0
Otherunder Preferred Stock Dividend,0.0
Net Income,383270000000.0
Minority Interests,-1220000000.0
Net Income Including Noncontrolling Interests,384490000000.0
Net Income Continuous Operations,384490000000.0
Tax Provision,132380000000.0
Pretax Income,516870000000.0
Other Non Operating Income Expenses,780000000.0
Special Income Charges,-1050000000.0
Other Special Charges,-300000000.0
Write Off,1350000000.0
Net Non Operating Interest Income Expense,18790000000.0
Interest Expense Non Operating,7840000000.0
Interest Income Non Operating,26630000000.0
Operating Income,485880000000.0
Operating Expense,428990000000.0
Other Operating Expenses,103860000000.0
Depreciation And Amortization In Income Statement,46040000000.0
Depreciation Income Statement,46040000000.0
Selling General And Administration,194590000000.0
General And Administrative Expense,194590000000.0
Gross Profit,914870000000.0
Cost Of Revenue,1002670000000.0
Total Revenue,1917540000000.0
Operating Revenue,1917540000000.0
