metric,value
Tax Effect Of Unusual Items,-2860846.625257
Tax Rate For Calcs,0.253105
Total Unusual Items,-11303000.0
Total Unusual Items Excluding Goodwill,-11303000.0
Net Income From Continuing Operation Net Minority Interest,48050380000.0
Reconciled Depreciation,3520235000.0
Net Interest Income,150008445000.0
Interest Expense,158215978000.0
Interest Income,308224423000.0
Normalized Income,48058822153.37474
Net Income From Continuing And Discontinued Operation,48050380000.0
Diluted Average Shares,775372364.0
Basic Average Shares,774094014.0
Diluted EPS,61.97
Basic EPS,62.07
Diluted NI Availto Com Stockholders,48050380000.0
Net Income Common Stockholders,48050380000.0
Net Income,48050380000.0
Net Income Including Noncontrolling Interests,48050408000.0
Net Income Extraordinary,0.0
Net Income Continuous Operations,48050408000.0
Tax Provision,16281800000.0
Pretax Income,64328225000.0
Special Income Charges,-11303000.0
Other Special Charges,11303000.0
Gain On Sale Of Security,5303121000.0
Operating Expense,114626457000.0
Other Operating Expenses,65180816000.0
Depreciation And Amortization In Income Statement,3520235000.0
Depreciation Income Statement,3520235000.0
Selling General And Administration,1193311000.0
Selling And Marketing Expense,670148000.0
General And Administrative Expense,523163000.0
Insurance And Claims,4287941000.0
Rent And Landing Fees,5664148000.0
Total Revenue,220432085000.0
Operating Revenue,220432085000.0
