metric,value
Free Cash Flow,175468029000.0
Repayment Of Debt,0.0
Issuance Of Debt,60921413000.0
Issuance Of Capital Stock,682574000.0
Capital Expenditure,-7309919000.0
End Cash Position,593754869000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,369074033000.0
Effect Of Exchange Rate Changes,233704000.0
Changes In Cash,224447132000.0
Financing Cash Flow,48755024000.0
Net Other Financing Charges,
Cash Dividends Paid,-12848963000.0
Common Stock Dividend Paid,-12848963000.0
Net Common Stock Issuance,682574000.0
Common Stock Issuance,682574000.0
Net Issuance Payments Of Debt,60921413000.0
Net Long Term Debt Issuance,60921413000.0
Long Term Debt Payments,0.0
Long Term Debt Issuance,60921413000.0
Investing Cash Flow,-7085840000.0
Dividends Received Cfi,
Net PPE Purchase And Sale,-7085840000.0
Sale Of PPE,224079000.0
Purchase Of PPE,-7309919000.0
Operating Cash Flow,182777948000.0
Taxes Refund Paid,-29487097000.0
Change In Working Capital,137550697000.0
Change In Other Current Liabilities,50162759000.0
Change In Other Current Assets,-47397504000.0
Other Non Cash Items,2724853000.0
Stock Based Compensation,534800000.0
Provisionand Write Offof Assets,30321729000.0
Depreciation And Amortization,5322695000.0
Depreciation,5322695000.0
Gain Loss On Sale Of PPE,-19926000.0
Net Income From Continuing Operations,35257546000.0
