metric,value
Free Cash Flow,162578884000.0
Repayment Of Debt,-57995887000.0
Issuance Of Debt,
Issuance Of Capital Stock,844285000.0
Capital Expenditure,-4142992000.0
End Cash Position,685847078000.0
Other Cash Adjustment Outside Changein Cash,
Beginning Cash Position,566098889000.0
Effect Of Exchange Rate Changes,109468000.0
Changes In Cash,119638721000.0
Financing Cash Flow,-43021547000.0
Net Other Financing Charges,18000000000.0
Cash Dividends Paid,-3869945000.0
Common Stock Dividend Paid,-3869945000.0
Net Common Stock Issuance,844285000.0
Common Stock Issuance,844285000.0
Net Issuance Payments Of Debt,-57995887000.0
Net Long Term Debt Issuance,-57995887000.0
Long Term Debt Payments,-57995887000.0
Long Term Debt Issuance,
Investing Cash Flow,-4061608000.0
Dividends Received Cfi,0.0
Net PPE Purchase And Sale,-4061608000.0
Sale Of PPE,81384000.0
Purchase Of PPE,-4142992000.0
Operating Cash Flow,166721876000.0
Taxes Refund Paid,-21876885000.0
Change In Working Capital,50203859000.0
Change In Other Current Liabilities,10585653000.0
Change In Other Current Assets,12558550000.0
Other Non Cash Items,3758543000.0
Stock Based Compensation,123145000.0
Provisionand Write Offof Assets,62985478000.0
Depreciation And Amortization,3520235000.0
Depreciation,3520235000.0
Gain Loss On Sale Of PPE,11303000.0
Net Income From Continuing Operations,64328197000.0
