metric,value
Free Cash Flow,4497600000.0
Repayment Of Debt,-4790800000.0
Issuance Of Debt,3222800000.0
Capital Expenditure,-22182200000.0
End Cash Position,1277100000.0
Beginning Cash Position,4519900000.0
Effect Of Exchange Rate Changes,84900000.0
Changes In Cash,-3327700000.0
Financing Cash Flow,-8493800000.0
Net Other Financing Charges,-8100000.0
Interest Paid Cff,-2090600000.0
Cash Dividends Paid,-3843300000.0
Net Issuance Payments Of Debt,-1568000000.0
Net Short Term Debt Issuance,-1889100000.0
Short Term Debt Payments,-1889100000.0
Short Term Debt Issuance,0.0
Net Long Term Debt Issuance,321100000.0
Long Term Debt Payments,-2901700000.0
Long Term Debt Issuance,3222800000.0
Investing Cash Flow,-21513700000.0
Net Other Investing Changes,-293700000.0
Interest Received Cfi,2967600000.0
Dividends Received Cfi,63200000.0
Net Investment Purchase And Sale,-2116600000.0
Sale Of Investment,9749400000.0
Purchase Of Investment,-11866000000.0
Net Business Purchase And Sale,0.0
Purchase Of Business,0.0
Net Intangibles Purchase And Sale,-23800000.0
Purchase Of Intangibles,-23800000.0
Net PPE Purchase And Sale,-22070400000.0
Sale Of PPE,88000000.0
Purchase Of PPE,-22158400000.0
Operating Cash Flow,26679800000.0
Taxes Refund Paid,-2013300000.0
Change In Working Capital,-8476600000.0
Change In Payable,242300000.0
Change In Inventory,-7723200000.0
Change In Receivables,-995700000.0
Other Non Cash Items,-996100000.0
Provisionand Write Offof Assets,59900000.0
Depreciation And Amortization,11458800000.0
Amortization Cash Flow,
Depreciation,11458800000.0
Gain Loss On Investment Securities,-2235900000.0
Net Foreign Currency Exchange Gain Loss,14300000.0
Gain Loss On Sale Of PPE,-50000000.0
Net Income From Continuing Operations,28918200000.0
