metric,value
Free Cash Flow,-32058100000.0
Repayment Of Debt,-115566700000.0
Issuance Of Debt,167069100000.0
Capital Expenditure,-328495300000.0
End Cash Position,9963500000.0
Beginning Cash Position,11765900000.0
Changes In Cash,-1802400000.0
Financing Cash Flow,-17944000000.0
Interest Paid Cff,-70095100000.0
Cash Dividends Paid,-33056800000.0
Common Stock Dividend Paid,-33056800000.0
Net Issuance Payments Of Debt,107767900000.0
Net Short Term Debt Issuance,56265500000.0
Net Long Term Debt Issuance,51502400000.0
Long Term Debt Payments,-115566700000.0
Long Term Debt Issuance,167069100000.0
Investing Cash Flow,-280295600000.0
Net Other Investing Changes,2624500000.0
Interest Received Cfi,20891500000.0
Dividends Received Cfi,38145200000.0
Net Investment Purchase And Sale,-20274600000.0
Sale Of Investment,1000000.0
Purchase Of Investment,-20275600000.0
Net PPE Purchase And Sale,-49281800000.0
Sale Of PPE,6813100000.0
Purchase Of PPE,-56094900000.0
Capital Expenditure Reported,-272400400000.0
Operating Cash Flow,296437200000.0
Taxes Refund Paid,-14695000000.0
Change In Working Capital,-56893400000.0
Change In Payable,37088900000.0
Change In Inventory,-93908300000.0
Change In Receivables,-74000000.0
Other Non Cash Items,49542600000.0
Provisionand Write Offof Assets,2131600000.0
Depreciation And Amortization,131810500000.0
Amortization Cash Flow,2921600000.0
Depreciation,128888900000.0
Pension And Employee Benefit Expense,-1114700000.0
Gain Loss On Investment Securities,-8820200000.0
Net Foreign Currency Exchange Gain Loss,48965900000.0
Net Income From Continuing Operations,150376900000.0
