metric,value
Treasury Shares Number,349677684.0
Ordinary Shares Number,13771560699.0
Share Issued,14121238383.0
Net Debt,1222069800000.0
Total Debt,1326275600000.0
Tangible Book Value,1758624400000.0
Invested Capital,3068698400000.0
Working Capital,-579609700000.0
Net Tangible Assets,1758624400000.0
Capital Lease Obligations,91739900000.0
Common Stock Equity,1834162700000.0
Total Capitalization,2302091700000.0
Total Equity Gross Minority Interest,1881629800000.0
Minority Interest,47467100000.0
Stockholders Equity,1834162700000.0
Other Equity Interest,1696447100000.0
Additional Paid In Capital,991100000.0
Capital Stock,137715600000.0
Common Stock,137715600000.0
Total Liabilities Net Minority Interest,2941990200000.0
Total Non Current Liabilities Net Minority Interest,777950900000.0
Other Non Current Liabilities,5291300000.0
Derivative Product Liabilities,0.0
Non Current Pension And Other Postretirement Benefit Plans,0.0
Non Current Accrued Expenses,0.0
Non Current Deferred Revenue,35324400000.0
Non Current Deferred Taxes Liabilities,189607000000.0
Long Term Debt And Capital Lease Obligation,531248900000.0
Long Term Capital Lease Obligation,63319900000.0
Long Term Debt,467929000000.0
Long Term Provisions,14148200000.0
Current Liabilities,2164039300000.0
Other Current Liabilities,112030200000.0
Current Debt And Capital Lease Obligation,795026700000.0
Current Capital Lease Obligation,28420000000.0
Current Debt,766606700000.0
Pensionand Other Post Retirement Benefit Plans Current,26616000000.0
Current Provisions,106282600000.0
Payables,605318900000.0
Other Payable,283700000.0
Dividends Payable,950500000.0
Total Tax Payable,9543700000.0
Accounts Payable,594541000000.0
Total Assets,4823620000000.0
Total Non Current Assets,3239193800000.0
Other Non Current Assets,49513700000.0
Non Current Prepaid Assets,19316300000.0
Non Current Deferred Assets,11396800000.0
Financial Assets,0.0
Investmentin Financial Assets,370650400000.0
Held To Maturity Securities,
Available For Sale Securities,370650400000.0
Financial Assets Designatedas Fair Value Through Profitor Loss Total,0.0
Long Term Equity Investment,180970000000.0
Investmentsin Joint Venturesat Cost,159156000000.0
Investments In Other Ventures Under Equity Method,180970000000.0
Investmentsin Associatesat Cost,21814000000.0
Goodwill And Other Intangible Assets,75538300000.0
Other Intangible Assets,75527900000.0
Goodwill,10400000.0
Net PPE,2517915500000.0
Accumulated Depreciation,-830025300000.0
Gross PPE,3347940800000.0
Construction In Progress,596320300000.0
Other Properties,291561500000.0
Machinery Furniture Equipment,2164699600000.0
Buildings And Improvements,255537100000.0
Land And Improvements,39822300000.0
Properties,0.0
Current Assets,1584429600000.0
Other Current Assets,1050700000.0
Hedging Assets Current,29800000.0
Assets Held For Sale Current,12314300000.0
Current Deferred Assets,1143700000.0
Restricted Cash,4237500000.0
Prepaid Assets,10784700000.0
Inventory,1213758300000.0
Inventories Adjustments Allowances,-3209000000.0
Other Inventories,902200000.0
Finished Goods,558049700000.0
Work In Process,109938600000.0
Raw Materials,548076800000.0
Other Receivables,68595600000.0
Taxes Receivable,8200000.0
Accounts Receivable,138314500000.0
Allowance For Doubtful Accounts Receivable,-3584300000.0
Gross Accounts Receivable,141898800000.0
Cash Cash Equivalents And Short Term Investments,134192300000.0
Other Short Term Investments,121726400000.0
Cash And Cash Equivalents,12465900000.0
Cash Equivalents,2645800000.0
Cash Financial,9820100000.0
